Latitude,Longitude,Tenure Months,Monthly Charges,Total Charges,Churn Score,CLTV,Gender_Female,Gender_Male,Senior Citizen_No,Senior Citizen_Yes,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,Phone Service_No,Phone Service_Yes,Multiple Lines_No,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Online Security_No,Online Security_No internet service,Online Security_Yes,Online Backup_No,Online Backup_No internet service,Online Backup_Yes,Device Protection_No,Device Protection_No internet service,Device Protection_Yes,Tech Support_No,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,Paperless Billing_No,Paperless Billing_Yes,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Churn Value
32.853743,-117.25034,0.2361111111111111,0.6407960199004975,0.21360287894732968,0.07500000000000001,0.3849944008958567,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
32.909873,-116.906774,0.4861111111111111,0.015920398009950265,0.10605447333367678,0.32500000000000007,0.4797312430011198,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
33.351059,-117.420557,0.1111111111111111,0.009452736318407956,0.021069596638284407,0.25,0.7249720044792833,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
33.194742,-117.29032,0.6388888888888888,0.7626865671641792,0.6482267833356637,0.375,0.7348264277715566,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0
32.984395,-117.013454,0.9444444444444444,0.6955223880597016,0.9021952709316103,0.32500000000000007,0.7829787234042553,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
33.044541,-116.833922,0.5,0.7616915422885572,0.5220447002200423,0.025000000000000022,0.17290033594624865,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0
33.012751,-117.200617,0.4444444444444444,0.3621890547263681,0.2665969988887499,0.45000000000000007,0.4501679731243001,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
33.162624,-117.170863,0.986111111111111,0.6716417910447761,0.9132856943105467,0.4625,0.5491601343784995,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
33.174725,-116.743329,0.9166666666666666,0.4895522388059702,0.6608405760838368,0.07500000000000001,0.47861142217245245,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
32.847336,-116.997605,0.875,0.02238805970149252,0.19271726411692414,0.10000000000000003,0.8873460246360583,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
33.001813,-117.263628,0.5694444444444444,0.019900497512437804,0.12454832466165748,0.0625,0.4338185890257559,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
33.119028,-117.166036,0.013888888888888888,0.535820895522388,0.007844984287953608,0.375,0.5368421052631579,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
33.17494,-117.242761,0.9722222222222222,0.011940298507462671,0.18908914286555345,0.4625,0.7849944008958567,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0
33.22784,-117.200024,0.3194444444444444,0.2656716417910448,0.1439547257567172,0.5625,0.2716685330347145,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
33.323705,-116.626907,0.8888888888888888,0.7835820895522387,0.9437678002399124,0.6000000000000001,0.45195968645016804,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
32.99356,-117.207121,0.5138888888888888,0.4432835820895522,0.3326317493726221,0.5750000000000001,0.7153415453527436,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
32.72523,-117.171346,0.2361111111111111,0.26218905472636816,0.0975250767204139,0.5875,0.021276595744680826,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
32.716007,-117.117462,0.09722222222222221,0.7054726368159204,0.08176887469367031,0.0625,0.08510638297872342,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
32.71346,-117.236378,0.2222222222222222,0.3567164179104477,0.12808077537293114,0.22500000000000003,0.05397536394176927,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
32.741852,-117.243453,0.8888888888888888,0.8656716417910447,0.20337349042926636,0.65,0.8167973124300112,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
32.787836,-117.232376,0.5833333333333333,0.7845771144278606,0.588440055047357,0.6375000000000001,0.03023516237402013,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0
32.76501,-117.19938,0.06944444444444445,0.019402985074626844,0.00955969473738437,0.4750000000000001,0.7019036954087345,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
32.805518,-117.169052,0.5694444444444444,0.8014925373134327,0.5799621733403002,0.6125,0.79484882418813,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0
32.697098,-117.116587,0.8055555555555555,0.3189054726368159,0.42091358006520324,0.125,0.7160134378499441,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
32.707892,-117.05512,0.6527777777777778,0.02288557213930348,0.13642619017831517,0.4125000000000001,0.7545352743561031,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
32.762506,-117.07245,0.25,0.5736318407960199,0.19932589065593195,0.525,0.5896976483762599,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
32.825086,-117.199424,0.3194444444444444,0.4149253731343284,0.2041756511116181,0.275,0.7489361702127659,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
32.68674,-117.186612,0.013888888888888888,0.008955223880596996,5.1514906206074056e-05,0.38750000000000007,0.12138857782754764,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
32.802959,-117.027095,0.986111111111111,0.8,0.20337349042926636,0.10000000000000003,0.6866741321388579,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
32.807867,-117.060993,1.0,0.9388059701492536,0.20337349042926636,0.625,0.9968645016797313,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
32.898613,-117.202937,0.4583333333333333,0.023383084577114438,0.09882766792019607,0.4,0.7115341545352745,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
32.808814,-117.134694,0.3333333333333333,0.17412935323383083,0.11951458239809248,0.55,0.7829787234042553,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
32.827238,-117.089287,0.7777777777777777,0.8109452736318408,0.8227077706556376,0.6000000000000001,0.8714445688689809,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
32.886925,-117.152162,0.5138888888888888,0.7746268656716417,0.5339887991875364,0.6875,0.13549832026875697,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0
33.017518,-117.118456,0.5972222222222222,0.6651741293532337,0.5362628143329188,0.5125000000000001,0.06360582306830909,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
33.000269,-117.072093,0.013888888888888888,0.07064676616915422,0.0009640646732851058,0.38750000000000007,0.4833146696528555,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
32.957195,-117.202542,0.8472222222222222,0.7104477611940299,0.7785962923986077,0.3500000000000001,0.9213885778275477,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
32.89325,-117.087091,0.2361111111111111,0.681592039800995,0.20480118925840615,0.11250000000000004,0.8573348264277716,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
32.677716,-117.047666,0.5694444444444444,0.6761194029850747,0.4886924780877667,0.525,0.736842105263158,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
32.555828,-117.040073,1.0,0.46318407960199004,0.6937659604218336,0.6000000000000001,0.6385218365061591,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0
33.752938,-116.230055,0.6666666666666666,0.8940298507462686,0.7430878034779922,0.7000000000000001,0.8866741321388578,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0
33.936298,-116.849577,0.5833333333333333,0.36318407960199006,0.34289057497994596,0.525,0.25621500559910415,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
33.946982,-116.977672,0.611111111111111,0.7179104477611941,0.5952473819388739,0.5375000000000001,0.6082866741321389,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
33.674583,-114.71612,0.013888888888888888,0.2562189054726368,0.003709073246837353,0.11250000000000004,0.44456886898096304,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
33.03933,-115.191857,0.375,0.7696517412935323,0.3792159431275436,0.012500000000000011,0.5581187010078388,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0
33.929812,-116.76058,0.375,0.6621890547263681,0.3371650611187566,0.6875,0.7428891377379621,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0
32.690654,-115.431225,0.027777777777777776,0.25920398009950246,0.010376573964366403,0.30000000000000004,0.3964165733482643,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
33.143826,-115.497485,0.2638888888888889,0.01641791044776117,0.05133092439819552,0.012500000000000011,0.27099664053751404,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
33.829583,-116.474131,0.5833333333333333,0.7641791044776118,0.5778059065519602,0.17500000000000004,0.14378499440089587,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
33.680031,-116.171678,0.9166666666666666,0.7144278606965173,0.8753339269813002,0.675,0.8461366181410974,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
33.889605,-115.257009,0.4583333333333333,0.9119402985074626,0.5410389820654534,0.48750000000000004,0.8107502799552071,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0
33.832799,-116.250973,0.4583333333333333,0.36169154228855727,0.2627113031063489,0.125,0.7361702127659575,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
34.137742,-114.36514,0.3194444444444444,0.01791044776119402,0.05832959236990647,0.5125000000000001,0.38230683090705486,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
32.770393,-115.60915,0.4444444444444444,0.014925373134328346,0.08909870991956316,0.32500000000000007,0.59484882418813,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
32.730583,-115.501083,0.15277777777777776,0.01791044776119402,0.03221889419574193,0.3500000000000001,0.7435610302351625,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
32.858595,-115.662709,0.9444444444444444,0.3746268656716417,0.5637202593407564,0.7125,0.6998880179171334,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
34.167236,-116.281511,0.2777777777777778,0.014427860696517386,0.05896248978900967,0.45000000000000007,0.019036954087346014,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
33.695532,-116.310571,1.0,0.015422885572139305,0.2134115378671357,0.5125000000000001,0.7464725643896977,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
33.543835,-115.993906,0.8333333333333333,0.7676616915422886,0.8526747275229426,0.32500000000000007,0.47346024636058237,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0
34.097863,-116.594561,0.4444444444444444,0.7532338308457711,0.4183967089334207,0.525,0.18118701007838744,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
33.694501,-116.412711,0.6388888888888888,0.061691542288557194,0.15415467718551992,0.7000000000000001,0.0902575587905935,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
33.839989,-116.659215,0.40277777777777773,0.564179104477612,0.313541796987114,0.75,0.32430011198208286,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
33.745746,-116.514215,0.7083333333333333,0.6875621890547263,0.6555934149231325,0.10000000000000003,0.6414333706606943,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
33.3249,-114.758334,0.6666666666666666,0.5213930348258707,0.519012680026199,0.6375000000000001,0.7811870100783875,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
34.273872,-114.192901,0.2222222222222222,0.5472636815920398,0.1732299110263977,0.025000000000000022,0.3558790593505039,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
34.201108,-116.593456,0.9722222222222222,0.800497512437811,0.20337349042926636,0.4625,0.7944008958566631,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
33.763678,-116.429928,0.5555555555555556,0.06517412935323383,0.14805384043625766,0.65,0.22082866741321394,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
33.28156,-115.955541,0.06944444444444445,0.06019900497512437,0.01669818888308324,0.0,0.25666293393057116,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
33.849263,-116.382778,0.09722222222222221,0.5134328358208955,0.07309965190641951,0.38750000000000007,0.7762597984322508,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
34.17211,-115.769773,0.40277777777777773,0.8189054726368158,0.41383396009802553,0.7125,0.22844344904815228,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
34.457829,-116.139589,0.611111111111111,0.07412935323383085,0.16068235172906103,0.75,0.22441209406494966,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
34.264124,-114.717964,0.1388888888888889,0.22338308457711442,0.06336333463347145,0.07500000000000001,0.028891377379619276,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
33.03679,-115.60503,0.7638888888888888,0.3323383084577114,0.4150261622130804,0.050000000000000044,0.6109742441209407,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
33.972293,-116.654195,0.7222222222222222,0.8641791044776118,0.7885607471133255,0.3375,0.5791713325867862,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0
32.852947,-114.850784,0.1388888888888889,0.6736318407960199,0.12360633780531784,0.0,0.6465845464725644,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
34.159534,-116.425984,0.25,0.5706467661691541,0.20256397047459948,0.7250000000000001,0.44680851063829785,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
34.341737,-116.539416,0.9444444444444444,0.3980099502487562,0.5823980924766159,0.675,0.5789473684210527,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
34.559882,-115.637164,1.0,0.4671641791044776,0.7014343221742234,0.08750000000000002,0.6846584546472565,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
34.1678,-116.86433,0.027777777777777776,0.3502487562189055,0.014821574442719105,0.0625,0.32295632698768195,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
34.424926,-117.184503,0.5694444444444444,0.014925373134328346,0.1296188632867982,0.4125000000000001,0.5581187010078388,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
35.28952,-116.092214,0.3611111111111111,0.2606965174129353,0.17147104494307602,0.07500000000000001,0.23404255319148937,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
35.349241,-116.770281,0.5,0.025870646766169153,0.10321379422002754,0.7250000000000001,0.8306830907054872,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
34.965648,-117.001509,1.0,0.9532338308457712,0.20337349042926636,0.23750000000000004,0.6286674132138859,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
34.029175,-117.307211,0.4861111111111111,0.7124378109452736,0.46251554646276577,0.7250000000000001,0.6517357222844344,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
34.278967,-116.773825,0.013888888888888888,0.36616915422885565,0.005335472428486271,0.15000000000000002,0.2076147816349384,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
34.242058,-116.89802,0.2222222222222222,0.9422885572139305,0.2743168755473459,0.625,0.14512877939529678,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
34.059722,-117.39104,0.6805555555555555,0.8288557213930349,0.7435220005445862,0.025000000000000022,0.741993281075028,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0
33.982787,-117.057627,0.75,0.9592039800995026,0.8876312710199217,0.5875,0.5493840985442329,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
34.255203,-117.175654,0.25,0.46318407960199004,0.16895417381129355,0.21250000000000002,0.09652855543113104,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
34.030915,-117.273201,0.5,0.618407960199005,0.4296122399417146,0.1875,0.7858902575587907,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
36.27688,-117.033326,0.7222222222222222,0.06766169154228854,0.1841952267759764,0.275,0.8150055991041434,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
34.9436,-115.287901,0.1111111111111111,0.7611940298507462,0.10902761934899878,0.30000000000000004,0.7771556550951848,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
34.274846,-116.937581,1.0,0.8681592039800995,0.20337349042926636,0.0625,0.7836506159014558,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0
34.087558,-117.464096,0.8888888888888888,0.06417910447761191,0.2390218055238698,0.15000000000000002,0.8107502799552071,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
34.136367,-117.460803,0.3055555555555555,0.5124378109452736,0.224693302326266,0.15000000000000002,0.3301231802911534,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
